pk,spot_lng,spot_lat,spot_category,spot_pic,spot_content,spot_name,spot_url
140,139.630625,35.456973,1,,ビストロ風の気軽なフレンチレストランです。三浦半島から直送された魚介類が使われています。,[移転]ブラッスリー・ティーズ・ミュゼ (旧:BRASSERIE T's 元町本店),
141,139.6508056,35.43758445,4,uploaded_pic/31-155-20131024133545.jpg,イギリス人の貿易商のベーリックの邸宅で、スペイン風の洋館です。結婚式場としても利用されるそうです。,ベーリックホール,http://www.hama-midorinokyokai.or.jp/yamate-seiyoukan/Berrick-Hall/
142,139.6513849,35.43749703,4,uploaded_pic/31-156-20131024133726.jpg,スイス人の貿易商のエリスマンの邸宅です。カフェも併設されています。,エリスマン邸,http://www.hama-midorinokyokai.or.jp/yamate-seiyoukan/ehrismann/
143,139.6479061,35.43941289,1,,緑あふれるガーデンカフェで、入口にラブラドール犬の看板が目印です。元町からは比較的近いです。,汐汲坂ガーデン,http://www.shiokumizaka.com/
144,139.6254802,35.45887498,3,,子供に大人気のアンパンマンミュージアムです。無料エリアでも、ステージショー、買い物、さらにはアンパンマンとの共演テレビの作成もできます。子供は大喜びします。,横浜アンパンマンこどもミュージアム,http://www.yokohama-anpanman.jp/main.html
145,139.6344119,35.45655082,1,,新鮮な野菜をメインとした、イタリアンレストラン。ランチではドリンクとパンのビュフェがお得です。女性だけでなく、家族でもお勧めのお店です。,トゥエンティーフォーセブン レストラン,http://commercial-art.net/wp/tokyo/247restaurant/
146,139.6428341,35.44636023,1,,本格生音楽を聴きながらのフレンチレストラン室内はウィーンの芸術様式　専属の音楽家による演奏と素晴らしい雰囲気です。ただし、御値段はそれなりの価格なので、記念日などに行くのがお勧め,アルテリーベ横浜,http://www.alteliebe.co.jp/yokohama/
147,139.63615,35.44863574,4,uploaded_pic/31-163-20131026112932.jpg,1〜３階までが大正時代の様式、4階以上が近代的なビルというユニークな建物です。,日本興亜馬車道ビル,http://bb-building.net/tokyo/deta-y/183.html
148,139.6324539,35.45822305,5,,映画館形式の地球上の様々な場所の自然を体験できる博物館です。大人から子供まで楽しめます。みなとみらい駅に隣接しているので、雨天の日でも楽しめます。,Orbi横浜,http://orbiearth.jp/
149,139.6249866,35.46601791,5,,横浜そごう6階にある美術館ですので、横浜駅界隈でに来た時にすぐに立ち寄れます。企画展を頻繁にやっているので、脅威がある企画の時にすぐに立ち寄ることができるのがメリットです。,そごう美術館,http://www.sogo-seibu.jp/common/museum/
150,139.6290636,35.45951642,3,,おもちゃ屋のボーネルンドによる有料の室内子供の遊び場です。雨の日の子供の遊び場として、みなとみらい地区ではよく利用されています。リーフみなとみらいの3階です。,ボーネルンドあそびのせかい　横浜みなとみらい店,https://kidokid.bornelund.co.jp/markis-minatomirai/
151,139.6235007,35.4639963,1,uploaded_pic/31-168-20131026183527.jpg,有名な横浜土産の「シウマイ」の崎陽軒の本店。シュウマイの販売以外にも、中国料理だけではなく、なぜか、イタリアンレストラン、ティーサロン、ビアレストランと4レストランが揃っています。,崎陽軒本店,http://kiyoken-restaurant.com/
152,139.6498749,35.4398412,1,uploaded_pic/31-169-20131026184952.jpg,全国の契約農園から直送される20種類の茶葉があり、日本茶専門のカフェです。日本茶と洋菓子または和菓子とのセットが楽しめます。元町の中心部から少し離れており、元町公園のすぐ近くです。,茶倉,http://www.sakura-yokohama.com/shop/html/
153,139.6482092,35.44701575,4,uploaded_pic/31-170-20131026190208.jpg,山下公園の一角にあります。かわいい像なのですが、背景には悲しい話があるようですね。,赤い靴はいてた女の子像 ,
154,139.6515459,35.44133437,3,uploaded_pic/31-171-20131026112233.jpg,元町地区からエスカレータで上がることができます。みなとみらい地区を展望することできますし、お祭りやフリーマーケットがときどき開催されているますが、夜間は閉鎖されます。,アメリカ山公園,https://www.seibu-la.co.jp/mt_america/
155,139.6527153,35.4418326,3,,港の見える丘公園のすぐ隣にあり、フランス領事館跡などの明治時代の名残が残っています。坂道がやや急なので、バスを利用するなど工夫して行くことをおすすめします。,フランス山公園,
156,139.6510577,35.44618498,4,uploaded_pic/31-173-20131026192259.jpg,山下公園の名物の1つで、横浜港の象徴です。日本郵船が1930年に建造し、シアトルやバンクーバなどの北太平洋航路で長らく運航されました。横浜市で博物館船として公開されています。,氷川丸,http://www.nyk.com/rekishi/
157,139.6354097,35.44680598,4,uploaded_pic/31-174-20131026193815.jpg,吉田橋の関門から横浜港に至る道が馬車道です。開港当時に設置されたガス灯が復元され、レンガ色の街路、街路樹と合わせて、とてもきれいです。日本初の多くの碑がありますので、散歩しながらこれらを見つけるのも楽しみです。横浜の老舗のショップ、レストラン、カフェも付近に多いですよ。,馬車道,http://www.bashamichi.or.jp/
158,139.6260166,35.46288957,5,,国内外で日産が販売するクルマの展示や歴代のクルマ、レーシングカーを展示しています。日産車のミニカーやオリジナルの小物を販売するショップやカフェもあります。,日産グローバル本社ギャラリー,http://nissan.co.jp/GALLERY/
159,139.6295357,35.46806263,5,,「眞葛焼(まくずやき)」で知られる歴代の宮川香山の作品を展示するミュージアムです。初代の宮川香山が横浜に窯を築いたのは明治4年で、これ以降の歴代の宮川香山の作品が展示されています。横浜で焼き物は意外な組み合わせでした。,宮川香山 眞葛ミュージアム,http://kozan-makuzu.com/
160,139.620502,35.46542371,2,,横浜駅西口に直結した横浜高島屋6階にある横浜グッズショップです。,横浜高島屋ヨコハマグッズショップ,http://www.yokohamagoods001.org/
161,139.6394169,35.450375,5,,横浜郵船ビルの1階を改装してできた博物館です。明治以降、人・物・文化を運んだ船が日本から世界に向けて航路を延ばしていった歴史を展示しています。建物自体が歴史的建造物です。,日本郵船歴史博物館,http://www.nyk.com/rekishi/
162,139.6424049,35.44886735,4,uploaded_pic/31-179-20131027072151.jpg,「クイーン」の愛称で親しまれる塔があり、イスラム寺院風のドームでエキゾチックな雰囲気です。税関資料室も併設されています。県庁がキングの塔、横浜市開港記念会館がジャックの塔で、横浜三塔と呼ばれています。,横浜税関,http://www.customs.go.jp/yokohama/
163,139.6251154,35.45259491,4,,130年余りの歴史を誇る関東最古の能舞台だそうです。「敷居の低い能楽堂」を合言葉に、解説付きでお手頃価格の普及公演もされています。横浜と能・狂言は、意外な組み合わせでした。,横浜能楽堂,http://ynt.yafjp.org/
164,139.6346802,35.44229018,3,uploaded_pic/5-187-20131027191704.jpg,JR関内駅方面から、横浜市営地下鉄伊勢佐木長者町駅をほぼ中央とし、阪東橋駅にまで至る帯状の公園。休日はフリーマーケットなども開催される。,大通り公園,
165,139.6403074,35.44322544,6,uploaded_pic/5-182-20131027143748.jpg,プロ野球横浜DeNAベイスターズの本拠地。通称ハマスタ。,横浜スタジアム,http://www.yokohama-stadium.co.jp/
166,139.6234417,35.47028204,1,uploaded_pic/31-183-20131027163226.jpg,歌川広重の「東海道五十三次之内神奈川」に描かれた名店で、文久三年（1863年）に創業されたそうです。横浜駅西口から少し歩き、旧東海道に面しています。坂本龍馬の妻おりょうさんが仲居として働いていたことでも有名です。料理は横浜らしい和洋折衷で、江戸時代の味を再現した料理もあります。,割烹田中家,http://www.tanakaya1863.co.jp/
167,139.6272182,35.44091787,1,,明治26年に創業した牛鍋の老舗です。伊勢佐木町周辺は横浜の下町のせいか、牛鍋屋が多いようです。,じゃのめや,http://www.janomeya.com/
168,139.6508056,35.44043712,1,,昭和17年に創業した老舗の日本料理屋です。元町の中心部から少し離れており、静かな環境にあります。名物は、活鰻の蒲焼きと牛蒡を秘伝のタレで味付けしたもち米にはさみ、朴葉で包んだ「うなぎの朴葉蒸し」だそうです。,元町 梅林,http://motomachibairin.jp/
169,139.6466696,35.43972035,1,,昭和44に横浜･元町に第一号店として開店したポンパドウルの本店です。フランスパンが有名で、カフェコーナーではフランスパンを使った元町本店オリジナルサンドウィッチがおすすめです。,ポンパドウル元町本店,http://www.pompadour.co.jp/
170,139.6365657,35.44115824,6,uploaded_pic/5-188-20131027112233.jpg,横浜市が所有し、横浜市体育協会が運営管理を行っている体育館。関内駅・伊勢佐木長者町駅に近く、卓球大会・プロレス・ボクシング・ボリショイサーカスなど、さまざまな用途で使われている。,横浜文化体育館,http://www.yspc.or.jp/buntai_ysa/
171,139.6439686,35.43673085,4,uploaded_pic/5-189-20131027192810.jpg,ニューヨーク総領事やトルコ特命全権大使などをつとめた明治政府の外交官内田定槌氏の邸宅として、東京渋谷の南平台に明治43(1910)年に建てられた。室内は家具や調度類が再現され、当時の外交官の暮らしを体験できるようになっている。,外交官の家,http://www.hama-midorinokyokai.or.jp/yamate-seiyoukan/gaikoukan/
172,139.6462338,35.44323855,1,uploaded_pic/5-190-20131027194742.jpg,熱々の生煎包を店頭で買うことができます。店内では食べ放題のプランがあったり、本格中華のコース料理を食べることができます。,金鳳酒家,
173,139.6460712,35.44317081,1,uploaded_pic/5-191-20131027195215.jpg,中華街、市場通りにある台湾料理店。中華料理ではなく、独特の台湾料理が食べられる。写真はパイコー飯という台湾料理。,状元郷,
174,139.6444957,35.44309652,3,uploaded_pic/10-192-20131028160923.jpg,小さい水族館ですが，クイズなどもあって子供づれの方におすすめです,ヨコハマおもしろ水族館,http://www.omoshirosuizokukan.com/
175,139.6448504,35.44318392,4,uploaded_pic/10-193-20131028161340.jpg,ベビースターに興味がある方におすすめです,横浜おやつファクトリー,http://hakurankan.jp/floorguide/floor2_1.html
176,139.6446902,35.44819,1,uploaded_pic/31-194-20131028232309.jpg,大桟橋のすぐ近くにあるアメリカンテーストのカフェです、代表的なアメリカ料理が味わえます。すぐ近くには、ザ・ラーメン屋とスカンディヤがあります。,JACK CAFE,
177,139.6461707,35.44551241,4,,「カート」が愛称の演劇、ミュージカル、ダンスなどの舞台芸術専用の施設です。つい最近まで宮本亜門さんが初代芸術監督でした。,KAAT神奈川芸術劇場,http://www.kaat.jp/
178,139.6497354,35.44478848,6,uploaded_pic/31-196-20131029112233.JPG,昭和2年創業の日本の老舗ホテルで、山下公園の真向かいにあります。もともと外国人向けに建設されたそうで、ホテルの内部の装飾などもすばらしいです。1階にはザ・カフェもありますので、宿泊しなくても、このカフェでホテルの雰囲気を楽しむことができます。,ホテルニューグランド,http://www.hotel-newgrand.co.jp/
179,139.654507,35.43938513,4,uploaded_pic/31-197-20131029140108.jpg,1937年に英国総領事公邸として建築され、現在は横浜市指定文化財に指定されています。大佛次郎記念館のすぐ近くです。,横浜市イギリス館,http://www.hama-midorinokyokai.or.jp/yamate-seiyoukan/british-house/
180,139.6232218,35.4448831,4,uploaded_pic/31-198-20131029140713.jpg,1960年代には市民に開放されていた展望台だったそうですが、最近リニューアルされました。横浜市街が一望できますし、夜景スポットとしても有名です。野辺山公園の中にあります。,野毛山公園展望台,
